epoch,avg_reward,option 0 dur,option 1 dur,option 2 dur,option 0 std,option 1 std,option 2 std,option 0 term,option 1 term,option 2 term,option 0 adv,option 1 adv,option 2 adv
1,10.623662043105504,357,959,732,1.0,1.0,1.0,0.6241282820701599,0.48177337646484375,0.6195642948150635,1.1787861585617065,0.911724328994751,0.1569461077451706
2,10.392553693262084,839,695,514,0.9947400689125061,0.9958712458610535,0.9978929758071899,0.4646659195423126,0.37801721692085266,0.47550809383392334,0.37600329518318176,0.3894226849079132,-0.06663401424884796
3,11.41236159917609,925,691,432,0.9867820739746094,0.9945316314697266,0.9965218305587769,0.42939823865890503,0.25268805027008057,0.5049298405647278,0.2885562777519226,0.35790202021598816,0.06575120985507965
4,12.174436794035904,939,804,305,0.9842274785041809,0.9980993270874023,0.9975928664207458,0.35574454069137573,0.1474856734275818,0.5270536541938782,0.23812825977802277,0.05887598171830177,0.020914573222398758
5,12.427853454901987,1066,645,337,0.9808856248855591,0.9982903003692627,0.9950258135795593,0.3421090245246887,0.11436333507299423,0.5155945420265198,0.3182404637336731,0.1815287470817566,-0.1766916662454605
6,12.992276332146725,1008,725,315,0.9791985750198364,0.9962117671966553,0.9938956499099731,0.28000643849372864,0.12899379432201385,0.5095627903938293,0.08973564207553864,0.5044008493423462,-0.25155776739120483
7,13.835411010524778,938,935,175,0.9759681224822998,0.9963125586509705,0.9906100630760193,0.19573237001895905,0.10145816951990128,0.5648321509361267,0.5801149010658264,0.39666107296943665,-0.16927264630794525
8,15.40418258788496,1088,830,130,0.9704790711402893,0.9915922284126282,0.9891870617866516,0.14833608269691467,0.06800688803195953,0.598906397819519,0.7347791194915771,0.8105222582817078,0.0
9,15.63194166069043,1126,843,79,0.9655414819717407,0.9913634061813354,0.9891473054885864,0.1136084645986557,0.12391480803489685,0.6592970490455627,1.0536128282546997,0.7482758164405823,-0.3223796784877777
10,16.328605803684077,947,1042,59,0.9653474688529968,0.987773597240448,0.9837474226951599,0.12890617549419403,0.08340883255004883,0.6920038461685181,0.650008499622345,0.8362711668014526,0.0
11,17.785735441173877,897,1037,114,0.9614261388778687,0.9829553961753845,0.98354172706604,0.18736988306045532,0.1276359111070633,0.7209206819534302,0.6057329177856445,1.1207975149154663,-0.3275933861732483
12,19.329305131576984,800,1170,78,0.9603567123413086,0.9790352582931519,0.9802652597427368,0.2688247561454773,0.09516585618257523,0.6375869512557983,0.964946985244751,1.3664617538452148,0.0
13,20.520987211086794,737,1193,118,0.9578377604484558,0.9789819121360779,0.9802736639976501,0.2872615456581116,0.07218467444181442,0.7112647891044617,0.09706787019968033,1.235866904258728,-0.423742413520813
14,21.846413509173964,821,1146,81,0.9565157294273376,0.9792251586914062,0.9717209339141846,0.3219325542449951,0.07131939381361008,0.7723026275634766,0.4059083163738251,0.5803490281105042,0.0
15,22.69232670365854,238,1761,49,0.9523211121559143,0.979116678237915,0.9716862440109253,0.6031243801116943,0.027606919407844543,0.7801088094711304,0.47772687673568726,1.551908254623413,0.0
16,23.389982529393837,411,1557,80,0.9481244087219238,0.9743363261222839,0.9716862440109253,0.5474358797073364,0.032266292721033096,0.8080646395683289,0.5837945938110352,2.156608819961548,-0.49514660239219666
17,24.156607094199426,831,1123,94,0.9479078650474548,0.9724726676940918,0.9692884683609009,0.3758543133735657,0.0606396347284317,0.7864195108413696,0.5242121815681458,1.985624074935913,0.0
18,24.508668126571386,384,1559,105,0.9491294622421265,0.9706116914749146,0.9692599177360535,0.6589154601097107,0.03695327788591385,0.7674189209938049,1.218368411064148,2.044022798538208,-0.5379307270050049
19,26.042905695962553,389,1591,68,0.9462584257125854,0.9690480828285217,0.9697421193122864,0.5679814219474792,0.03698195144534111,0.743746817111969,0.5925493240356445,1.7757835388183594,0.0
20,27.538626765416783,286,1688,74,0.9423226714134216,0.9662259221076965,0.9697530269622803,0.7350252866744995,0.06106802076101303,0.7258567214012146,2.259204387664795,2.7865071296691895,0.0
21,29.02384971245119,118,1856,74,0.9395729303359985,0.9673632383346558,0.9697530269622803,0.7835113406181335,0.016301985830068588,0.7652673721313477,0.0,2.780069589614868,-0.29873859882354736
22,29.635975858122034,178,1818,52,0.9395729303359985,0.9639715552330017,0.9639034271240234,0.7311933636665344,0.03692929074168205,0.6887156963348389,0.9394192695617676,2.578780174255371,0.0
23,30.207348747629474,281,1646,121,0.9376522898674011,0.9630794525146484,0.9637085795402527,0.7367329597473145,0.052290502935647964,0.682949960231781,0.652975857257843,3.457587242126465,0.019416283816099167
24,30.584260144001597,362,1566,120,0.9369968175888062,0.9598461985588074,0.9627211689949036,0.5723410844802856,0.02573057822883129,0.7158032655715942,0.08170459419488907,2.3509933948516846,0.0
25,30.088867954586572,202,1740,106,0.9359757304191589,0.9564234018325806,0.9627051949501038,0.7435916662216187,0.029893122613430023,0.6966094970703125,0.05353196710348129,3.3162989616394043,-0.041670553386211395
26,29.79459117119361,215,1687,146,0.9358206391334534,0.9523414969444275,0.9600737690925598,0.7632843255996704,0.034971948713064194,0.6828879714012146,0.7769523859024048,2.42730975151062,0.0
27,30.468801912367812,323,1642,83,0.9329478740692139,0.9537966847419739,0.9599180817604065,0.6287021636962891,0.0505124069750309,0.7015096545219421,0.9233246445655823,2.4942750930786133,-0.5257488489151001
28,30.70225383490638,338,1656,54,0.9298698306083679,0.9530998468399048,0.9574136734008789,0.6015765070915222,0.03761833906173706,0.6230795383453369,0.6687133312225342,1.8370712995529175,0.0
29,32.05052404815302,284,1728,36,0.9294677376747131,0.9506005644798279,0.9574918150901794,0.57138592004776,0.0355001725256443,0.7050495147705078,0.5576034188270569,2.4121735095977783,0.0
30,32.540067092175946,208,1755,85,0.9288780689239502,0.9513893723487854,0.9574918150901794,0.6371470093727112,0.023152193054556847,0.6793085932731628,0.8025414943695068,2.411815881729126,-0.295648455619812
31,33.34105347586393,134,1770,144,0.9270005822181702,0.9484388828277588,0.9542849063873291,0.6131684184074402,0.01790723390877247,0.6515204906463623,0.0,2.263990879058838,0.0
32,33.12348748324162,106,1803,139,0.9270005822181702,0.9478006362915039,0.9542535543441772,0.6498332619667053,0.01996799372136593,0.6902727484703064,-0.35531869530677795,2.102025032043457,-0.11622204631567001
33,34.276976496559364,29,1969,50,0.9280566573143005,0.9455342292785645,0.9529369473457336,0.6476452350616455,0.007304397877305746,0.7534194588661194,0.0,2.3232808113098145,0.0
34,33.95110649330623,76,1888,84,0.9280566573143005,0.9446185231208801,0.9529930949211121,0.5907665491104126,0.010196063667535782,0.7734887003898621,0.0,2.2830417156219482,0.0
35,33.94562477593674,83,1863,102,0.9280566573143005,0.9427329301834106,0.9529930949211121,0.5968645811080933,0.01234262902289629,0.7340030670166016,-0.2121160477399826,2.104715585708618,-0.13460877537727356
36,34.50506008877635,160,1797,91,0.9278444647789001,0.942714273929596,0.95074462890625,0.6047479510307312,0.00870200339704752,0.7833095788955688,-0.08735217899084091,2.5436627864837646,0.0
37,33.32703262095983,261,1716,71,0.9299875497817993,0.940776526927948,0.9507802724838257,0.6005924940109253,0.0073082055896520615,0.7884529232978821,0.40092843770980835,2.1506378650665283,-0.4706636071205139
38,33.697980145788705,308,1655,85,0.9277982711791992,0.9388377666473389,0.9499025344848633,0.4630337357521057,0.010742496699094772,0.771569013595581,-0.1394534558057785,1.0862904787063599,0.0
39,34.81847137173553,243,1615,190,0.9263742566108704,0.935377299785614,0.9497553706169128,0.7567453384399414,0.0462770089507103,0.7555164694786072,-0.1676095724105835,2.0530874729156494,0.2243501842021942
40,35.06885244712758,199,1713,136,0.9237996935844421,0.9343472123146057,0.9511655569076538,0.8060749173164368,0.06331952661275864,0.7822955250740051,-0.01713208667933941,2.184013605117798,0.0
41,35.24026316129629,144,1794,110,0.919498085975647,0.9323583245277405,0.9511969685554504,0.7707964777946472,0.02148154191672802,0.7541919350624084,0.0,1.5336909294128418,0.11128003895282745
42,35.80692445005473,201,1723,124,0.919498085975647,0.9297786355018616,0.9514450430870056,0.6656168103218079,0.05491979047656059,0.7878063321113586,0.2783105671405792,1.7976409196853638,0.0
43,35.70813989002604,177,1696,175,0.9208038449287415,0.9273040294647217,0.9514667987823486,0.768726110458374,0.06681294739246368,0.7091675400733948,0.30301433801651,2.0029265880584717,0.2647493779659271
44,35.518306980613296,348,1541,159,0.916975736618042,0.9249874949455261,0.9501006007194519,0.6033984422683716,0.06504762917757034,0.6361243724822998,-0.31574514508247375,1.692987322807312,0.0
45,36.950204496770354,145,1712,191,0.9156839847564697,0.925308346748352,0.9501516819000244,0.6753795742988586,0.0754624530673027,0.7089729309082031,0.0,2.03341007232666,0.5674619674682617
46,36.89436524608994,142,1807,99,0.9156839847564697,0.9236862659454346,0.9492536783218384,0.6743530631065369,0.02748291753232479,0.6521990895271301,0.14853481948375702,2.1264235973358154,0.0
47,37.656405507331534,204,1774,70,0.9145923256874084,0.9190669059753418,0.9492178559303284,0.501629650592804,0.0353497676551342,0.7570579648017883,0.32053714990615845,2.1622583866119385,-0.4377392828464508
48,37.48882419221107,201,1713,134,0.9173933863639832,0.9116894602775574,0.9504008889198303,0.5352634787559509,0.03456640988588333,0.7959482073783875,-0.03565250709652901,1.992028832435608,0.0
49,37.63991292949058,90,1894,64,0.9170287847518921,0.9059716463088989,0.9504233598709106,0.5853220224380493,0.033034708350896835,0.7338376641273499,0.0,2.2231998443603516,-0.15360495448112488
50,38.28763552324563,151,1831,66,0.9170287847518921,0.9034720063209534,0.9491118788719177,0.5600755214691162,0.006770816631615162,0.7825166583061218,0.112342469394207,2.4941928386688232,0.0
51,38.74528370104219,164,1842,42,0.9135238528251648,0.902228832244873,0.9490914940834045,0.5256326794624329,0.010489917360246181,0.7855793237686157,-0.09241379052400589,2.381960153579712,0.0
52,38.49603240639019,546,1371,131,0.914349377155304,0.9048216938972473,0.9490914940834045,0.4015125036239624,0.020546002313494682,0.8065086007118225,-0.3802104890346527,1.643244743347168,0.1660400927066803
53,39.455015235788025,74,1909,65,0.9114150404930115,0.9050064086914062,0.9468089938163757,0.6417096853256226,0.0031769468914717436,0.8475959897041321,0.0,2.7385358810424805,0.0
54,39.381798264908596,149,1824,75,0.9114149808883667,0.9030142426490784,0.9469404220581055,0.596921980381012,0.0062006693333387375,0.7689047455787659,-0.01670183800160885,2.676603317260742,0.0
55,39.42973951974841,341,1624,83,0.9080803394317627,0.8966982960700989,0.9469404220581055,0.48342546820640564,0.009044837206602097,0.8546999096870422,-0.05852728337049484,3.077719211578369,-0.23570647835731506
56,41.69759903521283,50,1933,65,0.9113699197769165,0.8925560116767883,0.9403062462806702,0.879930317401886,0.00522402161732316,0.8029764890670776,0.0,3.0162556171417236,0.0
57,41.582585125771985,64,1916,68,0.9113699197769165,0.8955841064453125,0.9402347803115845,0.8438855409622192,0.016832755878567696,0.7968688607215881,0.0,2.9128150939941406,0.0
58,41.602739518099064,65,1945,38,0.9113699197769165,0.8935614228248596,0.9402347803115845,0.8523245453834534,0.015902815386652946,0.7987348437309265,0.1747482866048813,2.153028964996338,-0.11405090987682343
59,41.61727238542852,136,1853,59,0.909084141254425,0.8937405347824097,0.9378010034561157,0.7160302996635437,0.006255835760384798,0.8293142318725586,0.0,2.175261974334717,0.0
60,40.29572564478449,77,1920,51,0.909084141254425,0.8897448778152466,0.9377925992012024,0.7738850712776184,0.006584685295820236,0.7943195104598999,-0.024522077292203903,2.372230052947998,0.0
61,39.75275181383983,90,1884,74,0.9065119624137878,0.8897472023963928,0.9377925992012024,0.7621385455131531,0.003445243462920189,0.8031163811683655,0.0,2.6367380619049072,-0.2218087762594223
62,39.48456904764408,202,1817,29,0.9065119624137878,0.8879871368408203,0.9422173500061035,0.7465852499008179,0.009757843799889088,0.7571436166763306,-0.19469569623470306,2.7075681686401367,0.0
63,38.56876759018437,294,1684,70,0.9037080407142639,0.8897648453712463,0.9420502781867981,0.6392383575439453,0.008783811703324318,0.731895923614502,-0.48751553893089294,2.2941033840179443,0.0
64,37.83713956315868,346,1624,78,0.9075246453285217,0.8888261914253235,0.9420502781867981,0.6640140414237976,0.022936223074793816,0.7626938819885254,0.17584377527236938,2.1877875328063965,-0.08237596601247787
65,38.624039246471604,160,1845,43,0.9023619890213013,0.8871480822563171,0.9436986446380615,0.7153161764144897,0.03502655401825905,0.7923915386199951,-0.3067588210105896,2.43766450881958,0.0
66,39.52312212487255,121,1890,37,0.9044433832168579,0.8876990675926208,0.9434654116630554,0.7100382447242737,0.028470302000641823,0.7918919324874878,0.0,2.6727428436279297,0.0
67,41.18943217812766,147,1802,99,0.9044433832168579,0.8897044062614441,0.9434654116630554,0.7124007940292358,0.03285660222172737,0.7884582877159119,-0.2917462885379791,2.371723175048828,-0.21976089477539062
68,42.51416180619257,74,1899,75,0.9042078256607056,0.8879886865615845,0.9449840784072876,0.7589641213417053,0.05023357644677162,0.8597105145454407,0.0,1.9244813919067383,0.0
69,42.93745078637913,120,1867,61,0.9042078256607056,0.8829667568206787,0.9450578093528748,0.796807587146759,0.023002037778496742,0.8359338045120239,-0.06864599883556366,2.137826919555664,0.0
70,42.34272493337183,76,1919,53,0.9025200605392456,0.8820295333862305,0.9450578093528748,0.7649855017662048,0.030217699706554413,0.7467881441116333,0.0,2.466975688934326,-0.338435560464859
71,40.91368397750035,71,1940,37,0.9025200605392456,0.8810378313064575,0.9465811848640442,0.8404980897903442,0.02009575255215168,0.7306832671165466,0.0,2.198362350463867,0.0
72,40.806343752420446,71,1922,55,0.9025200605392456,0.8795199990272522,0.9466184377670288,0.8530637621879578,0.014368238858878613,0.8204531073570251,-0.041151709854602814,2.233609676361084,0.0
73,41.42008317708211,122,1893,33,0.8976351022720337,0.8798002004623413,0.9466184377670288,0.8934175372123718,0.017343105748295784,0.792248010635376,0.0,3.0890512466430664,0.0
74,42.36644621616901,204,1818,26,0.8976351022720337,0.880330502986908,0.9466184377670288,0.6827172636985779,0.06838314980268478,0.8692891001701355,0.26064276695251465,2.949786424636841,0.0
75,43.66424749768965,146,1882,20,0.899066686630249,0.8778972625732422,0.9466184973716736,0.713315486907959,0.027994835749268532,0.8256969451904297,0.0,2.725097417831421,-0.11292547732591629
76,45.33215773837953,157,1840,51,0.899066686630249,0.8753628730773926,0.9409784078598022,0.7150904536247253,0.02390318363904953,0.7182735800743103,0.3732893466949463,2.725051164627075,0.0
77,43.19935955882841,242,1714,92,0.8989863991737366,0.8719324469566345,0.9407321214675903,0.6201616525650024,0.016035309061408043,0.7651501893997192,-0.4818238914012909,1.986802577972412,0.0
78,41.814773391717296,84,1872,92,0.9011300802230835,0.8693343997001648,0.9407321214675903,0.8348661065101624,0.022277386859059334,0.6788172125816345,0.0,1.962168574333191,0.15835480391979218
79,40.79543054916218,148,1755,145,0.9011300802230835,0.867365837097168,0.9470616579055786,0.749358057975769,0.042557816952466965,0.5711706876754761,0.25210875272750854,1.3866487741470337,0.0
80,39.05687040760292,83,1815,150,0.896653950214386,0.868030846118927,0.9469205737113953,0.8207681775093079,0.022396672517061234,0.5666322708129883,0.0,1.5010342597961426,-1.0806753635406494
81,40.07454530463687,78,1958,12,0.896653950214386,0.8651372790336609,0.9522019028663635,0.8055088520050049,0.026246922090649605,0.7359411716461182,-0.25254881381988525,1.8963406085968018,0.0
82,40.776366104418926,42,1997,9,0.8974775075912476,0.8643798232078552,0.9521468877792358,0.8980213403701782,0.008430617861449718,0.6683765053749084,0.0,2.1930196285247803,0.0
83,41.606683683200096,72,1962,14,0.8974775075912476,0.8640316724777222,0.9521468877792358,0.7592765688896179,0.026313379406929016,0.7354242205619812,0.0,1.5861790180206299,0.0
84,43.451183161779525,214,1817,17,0.8974775075912476,0.8627157807350159,0.9521468877792358,0.7750201225280762,0.0811566561460495,0.8133795261383057,0.39312317967414856,2.193356513977051,0.0
85,43.96114099827692,246,1772,30,0.8982061743736267,0.8633055686950684,0.9521468877792358,0.7219269275665283,0.10586682707071304,0.8827776908874512,0.2669353485107422,2.0580484867095947,0.0
86,43.731393854008985,198,1825,25,0.8964250683784485,0.8628289699554443,0.9521468877792358,0.7694670557975769,0.05064644291996956,0.741917610168457,0.0739867240190506,2.568584680557251,0.0
87,43.52538045404876,202,1811,35,0.8927385210990906,0.8622027039527893,0.9521468877792358,0.8145435452461243,0.05253779515624046,0.7198911905288696,0.2750607132911682,2.5664055347442627,0.0
88,43.07856240333398,131,1897,20,0.8943972587585449,0.8571646809577942,0.9521468877792358,0.7598839402198792,0.02544781193137169,0.8291119933128357,0.0,2.5278241634368896,-0.21470068395137787
89,42.51388154468784,120,1893,35,0.8943973183631897,0.8592368364334106,0.9550979733467102,0.8541796803474426,0.026367563754320145,0.708502471446991,0.33081233501434326,2.787553310394287,0.0
90,42.34454192142331,88,1911,49,0.8917291760444641,0.8623265624046326,0.9549736380577087,0.846898078918457,0.022257080301642418,0.715998113155365,0.0,2.8474607467651367,0.0
91,42.20213563339933,128,1881,39,0.8917291760444641,0.8617985248565674,0.9549736380577087,0.7209919095039368,0.033483296632766724,0.7938523888587952,0.10983864963054657,2.5971992015838623,0.0
92,42.68615514410509,46,1955,47,0.8918075561523438,0.8594681620597839,0.9549736380577087,0.9121820330619812,0.012945154681801796,0.6992869973182678,0.0,3.7355122566223145,-0.09545563161373138
93,42.53585581389591,154,1832,62,0.8918075561523438,0.8586662411689758,0.9546605944633484,0.7528486251831055,0.047266580164432526,0.6925400495529175,0.05686311423778534,2.90521502494812,0.0
94,43.24847608468992,48,1924,76,0.889400839805603,0.8542897701263428,0.9547373652458191,0.758769690990448,0.011511207558214664,0.6342849135398865,0.0,2.503911256790161,0.0
95,42.90233999286604,151,1815,82,0.889400839805603,0.85358726978302,0.9547373652458191,0.8174877762794495,0.04006465896964073,0.6455993056297302,0.21002249419689178,2.5778510570526123,-0.1256263703107834
96,42.20128555884325,113,1842,93,0.8903538584709167,0.8522032499313354,0.9553687572479248,0.7522826790809631,0.0332433357834816,0.453266978263855,0.0,2.2587454319000244,0.0
97,42.64783204857139,220,1760,68,0.8903538584709167,0.8522879481315613,0.9552906155586243,0.689033567905426,0.07052219659090042,0.5364620089530945,0.27820757031440735,2.2825238704681396,-0.3184546232223511
